inventory_id,depot_id,item_code,item_name,item_category,quantity_in_stock,minimum_stock_level,maximum_stock_level,unit_cost_sar,supplier_name,last_restocked_date,expiry_date,batch_number,storage_location,condition,created_at
INV98506,DEP6,ITEM4213,First Aid Kit,Accessories,61,49,258,46.57,Mercedes Parts,2025-05-27T07:09:56,,BATCH-9400,Hazardous Storage,Good,2025-10-04T21:14:53.834210
INV35588,DEP5,ITEM6597,Wiper Blades,Accessories,137,25,272,401.91,Total Oil,2025-03-26T17:42:18,2026-12-16T17:42:18,BATCH-5843,Hazardous Storage,Good,2025-10-04T21:14:53.834275
INV65402,DEP1,ITEM5790,Alternator,Electrical,56,35,120,97.59,Iveco Parts,2025-04-17T02:10:15,2027-06-16T02:10:15,BATCH-6111,Warehouse B,Good,2025-10-04T21:14:53.834338
INV64918,DEP2,ITEM3568,Inner Tube,Tires,252,26,489,499.45,Shell Lubricants,2025-03-28T13:24:57,,BATCH-6912,Hazardous Storage,Good,2025-10-04T21:14:53.834395
INV22098,DEP5,ITEM5780,Starter Motor,Electrical,387,31,457,301.5,Total Oil,2025-02-18T03:22:29,,BATCH-2984,Warehouse A,Good,2025-10-04T21:14:53.834460
INV50386,DEP5,ITEM5587,Spark Plugs,Engine Parts,120,18,149,168.8,Aramco Parts,2025-03-04T20:24:05,,BATCH-9341,Warehouse B,Poor,2025-10-04T21:14:53.834516
INV55858,DEP4,ITEM8448,Air Filter,Engine Parts,132,12,257,462.0,Local Supplier,2025-06-14T17:08:46,2026-12-13T17:08:46,BATCH-4484,Hazardous Storage,Fair,2025-10-04T21:14:53.834575
INV70768,DEP5,ITEM9686,Fuses,Electrical,50,28,253,32.65,Local Supplier,2025-05-04T01:19:18,2027-09-24T01:19:18,BATCH-9249,Warehouse A,Good,2025-10-04T21:14:53.834642
INV96494,DEP1,ITEM8990,Wiper Blades,Accessories,136,39,214,388.88,OEM Supplier,2025-05-27T07:32:39,,BATCH-5415,Warehouse A,Poor,2025-10-04T21:14:53.834718
INV68503,DEP2,ITEM1426,Brake Pads,Brake System,141,46,189,376.25,Local Supplier,2025-04-20T05:30:28,2027-08-27T05:30:28,BATCH-5057,Warehouse A,Poor,2025-10-04T21:14:53.834777
INV26725,DEP3,ITEM7809,Transmission Fluid,Fluids,1383,53,1580,63.56,Chevron Parts,2025-06-15T15:07:14,,BATCH-0208,Hazardous Storage,Good,2025-10-04T21:14:53.834834
INV72464,DEP5,ITEM7226,Valve Stems,Tires,148,10,161,159.79,Aramco Parts,2025-02-06T21:03:05,,BATCH-8573,Warehouse B,Poor,2025-10-04T21:14:53.834891
INV30974,DEP1,ITEM5052,Inner Tube,Tires,411,35,485,408.15,Iveco Parts,2025-04-30T01:20:34,,BATCH-6494,Warehouse A,Good,2025-10-04T21:14:53.834947
INV52911,DEP3,ITEM6066,Brake Pads,Brake System,61,50,112,273.25,International Parts,2025-05-19T08:32:07,2027-12-25T08:32:07,BATCH-0391,Warehouse B,Fair,2025-10-04T21:14:53.835013
INV57931,DEP4,ITEM3235,Fuses,Electrical,36,10,186,195.48,Local Supplier,2025-05-13T05:14:41,2027-12-22T05:14:41,BATCH-8679,Hazardous Storage,Good,2025-10-04T21:14:53.835074
INV23341,DEP2,ITEM5703,Brake Discs,Brake System,150,38,487,92.15,Total Oil,2025-06-23T14:27:49,2027-04-08T14:27:49,BATCH-1641,Warehouse A,Poor,2025-10-04T21:14:53.835134
INV50790,DEP2,ITEM5608,Spark Plugs,Engine Parts,68,17,292,315.53,BP Components,2025-06-02T00:53:34,,BATCH-1839,Warehouse A,Good,2025-10-04T21:14:53.835192
INV40430,DEP3,ITEM9837,Spark Plugs,Engine Parts,142,38,302,242.31,Local Supplier,2025-05-11T13:53:37,,BATCH-8768,Warehouse A,Good,2025-10-04T21:14:53.835255
INV13918,DEP1,ITEM3366,Wiring Harness,Electrical,357,48,472,80.56,Chevron Parts,2025-03-16T13:56:02,,BATCH-2051,Hazardous Storage,Poor,2025-10-04T21:14:53.835313
INV43332,DEP2,ITEM4675,Wiper Blades,Accessories,85,28,172,341.32,MAN Parts,2025-04-26T21:21:29,2026-09-04T21:21:29,BATCH-6653,Warehouse A,Fair,2025-10-04T21:14:53.835372
INV95561,DEP2,ITEM4958,Inner Tube,Tires,183,19,225,279.03,Iveco Parts,2025-03-26T00:30:09,,BATCH-3906,Warehouse B,Fair,2025-10-04T21:14:53.835429
INV85101,DEP2,ITEM9729,Spark Plugs,Engine Parts,450,13,479,429.79,Total Oil,2025-06-23T06:00:03,,BATCH-3531,Cold Storage,Good,2025-10-04T21:14:53.835485
INV81793,DEP6,ITEM3790,Grease,Fluids,175,14,400,215.66,Total Oil,2025-02-02T02:27:24,,BATCH-9601,Warehouse B,Good,2025-10-04T21:14:53.835542
INV60796,DEP1,ITEM6690,Valve Stems,Tires,237,30,447,173.06,Mercedes Parts,2025-06-27T02:32:23,2026-08-15T02:32:23,BATCH-8661,Hazardous Storage,Fair,2025-10-04T21:14:53.835600
INV66302,DEP6,ITEM4809,Transmission Fluid,Fluids,797,64,927,25.13,OEM Supplier,2025-04-01T04:01:19,2026-12-03T04:01:19,BATCH-2688,Warehouse A,Good,2025-10-04T21:14:53.835660
INV63955,DEP2,ITEM9364,Air Filter,Engine Parts,92,48,173,287.53,MAN Parts,2025-05-26T08:11:46,,BATCH-7736,Warehouse B,Fair,2025-10-04T21:14:53.835728
INV63840,DEP5,ITEM3110,First Aid Kit,Accessories,37,31,122,139.7,Volvo Parts,2025-02-16T07:18:59,2026-02-17T07:18:59,BATCH-7870,Cold Storage,Poor,2025-10-04T21:14:53.835798
INV51516,DEP3,ITEM5742,Oil Filter,Engine Parts,376,174,768,71.59,International Parts,2025-05-13T23:34:43,,BATCH-2621,Warehouse B,Good,2025-10-04T21:14:53.835863
INV29645,DEP1,ITEM1626,Spark Plugs,Engine Parts,104,49,152,282.41,Local Supplier,2025-03-08T19:01:41,,BATCH-3492,Warehouse A,Good,2025-10-04T21:14:53.835921
INV22231,DEP6,ITEM7573,Bulbs,Electrical,27,21,353,41.44,Local Supplier,2025-06-01T11:58:21,2027-01-03T11:58:21,BATCH-2437,Warehouse A,Poor,2025-10-04T21:14:53.835981
INV44203,DEP2,ITEM4276,Tire 385/65R22.5,Tires,249,88,488,2126.32,OEM Supplier,2025-03-26T06:09:55,,BATCH-5273,Cold Storage,Good,2025-10-04T21:14:53.836039
INV47388,DEP2,ITEM9970,Transmission Fluid,Fluids,642,140,837,38.26,Aramco Parts,2025-03-30T05:06:57,,BATCH-3557,Warehouse B,Fair,2025-10-04T21:14:53.836096
INV82738,DEP3,ITEM1895,Brake Discs,Brake System,146,24,302,356.66,OEM Supplier,2025-06-20T12:53:44,,BATCH-3354,Warehouse A,Good,2025-10-04T21:14:53.836154
INV10812,DEP6,ITEM7629,Grease,Fluids,80,47,162,331.28,Iveco Parts,2025-05-10T20:18:43,,BATCH-8919,Warehouse B,Good,2025-10-04T21:14:53.836210
INV15543,DEP4,ITEM5004,Tire 315/80R22.5,Tires,81,30,341,2172.68,OEM Supplier,2025-04-27T12:59:17,,BATCH-7260,Warehouse A,Good,2025-10-04T21:14:53.836267
INV27116,DEP4,ITEM7503,Power Steering Fluid,Fluids,1400,144,1846,35.06,Mercedes Parts,2025-05-17T12:28:24,2027-09-08T12:28:24,BATCH-9821,Warehouse A,Good,2025-10-04T21:14:53.836325
INV55139,DEP4,ITEM7034,Mirrors,Accessories,385,35,402,75.83,OEM Supplier,2025-03-11T21:52:33,2027-05-08T21:52:33,BATCH-3074,Cold Storage,Good,2025-10-04T21:14:53.836385
INV69468,DEP2,ITEM6350,Tire 295/80R22.5,Tires,198,54,316,2168.88,Scania Parts,2025-02-01T12:43:34,2027-08-06T12:43:34,BATCH-0778,Warehouse A,Poor,2025-10-04T21:14:53.836457
INV67525,DEP5,ITEM2914,Hydraulic Oil,Fluids,479,108,942,32.99,OEM Supplier,2025-03-10T12:09:01,2027-04-05T12:09:01,BATCH-3535,Hazardous Storage,Fair,2025-10-04T21:14:53.836518
INV19701,DEP5,ITEM9663,Timing Belt,Engine Parts,105,45,433,366.53,Aramco Parts,2025-03-27T02:02:49,2026-07-22T02:02:49,BATCH-2029,Hazardous Storage,Fair,2025-10-04T21:14:53.836578
INV23005,DEP1,ITEM5310,Hydraulic Oil,Fluids,759,151,1019,51.43,Mercedes Parts,2025-05-23T06:23:41,,BATCH-7520,Warehouse A,Good,2025-10-04T21:14:53.836635
INV96783,DEP2,ITEM7481,Transmission Fluid,Fluids,1035,173,1935,57.86,Chevron Parts,2025-03-25T21:44:48,2028-01-13T21:44:48,BATCH-4398,Cold Storage,Fair,2025-10-04T21:14:53.836694
INV56169,DEP1,ITEM4456,Hydraulic Oil,Fluids,639,81,1638,75.65,International Parts,2025-05-21T14:14:32,2028-03-26T14:14:32,BATCH-4730,Warehouse B,Good,2025-10-04T21:14:53.836754
INV91343,DEP3,ITEM5925,Starter Motor,Electrical,309,14,332,27.04,International Parts,2025-06-22T03:37:02,,BATCH-9841,Cold Storage,Good,2025-10-04T21:14:53.836812
INV26070,DEP5,ITEM2461,Transmission Fluid,Fluids,967,79,1344,66.43,Chevron Parts,2025-04-13T04:56:06,2027-11-30T04:56:06,BATCH-4489,Warehouse B,Fair,2025-10-04T21:14:53.836871
INV51848,DEP5,ITEM9032,Timing Belt,Engine Parts,101,31,181,72.86,BP Components,2025-04-06T23:58:20,2026-10-17T23:58:20,BATCH-0465,Cold Storage,Good,2025-10-04T21:14:53.836969
INV73803,DEP5,ITEM4489,Starter Motor,Electrical,141,32,236,173.98,Total Oil,2025-02-20T20:08:30,2026-08-21T20:08:30,BATCH-7437,Warehouse B,Poor,2025-10-04T21:14:53.837033
INV55160,DEP2,ITEM4576,Air Filter,Engine Parts,235,29,255,243.92,Chevron Parts,2025-06-06T05:09:33,2026-11-25T05:09:33,BATCH-3465,Hazardous Storage,Good,2025-10-04T21:14:53.837129
INV98097,DEP3,ITEM7702,Air Filter,Engine Parts,37,27,344,147.74,Total Oil,2025-04-29T08:12:28,2027-12-30T08:12:28,BATCH-7061,Warehouse A,Fair,2025-10-04T21:14:53.837198
INV35782,DEP4,ITEM4962,Engine Oil 15W-40,Engine Parts,697,166,1618,75.74,Mercedes Parts,2025-05-24T22:11:17,2027-10-24T22:11:17,BATCH-4074,Cold Storage,Good,2025-10-04T21:14:53.837259
INV26025,DEP5,ITEM5254,Brake Fluid,Brake System,792,71,842,41.95,Total Oil,2025-05-15T01:57:30,,BATCH-3100,Warehouse A,Good,2025-10-04T21:14:53.837316
INV52453,DEP3,ITEM2576,Tool Kit,Accessories,101,18,109,50.37,Total Oil,2025-05-25T04:05:03,,BATCH-3672,Warehouse A,Good,2025-10-04T21:14:53.837373
INV86604,DEP1,ITEM5373,Coolant,Fluids,254,21,353,358.6,Aramco Parts,2025-04-19T20:25:51,,BATCH-5798,Warehouse A,Good,2025-10-04T21:14:53.837430
INV44603,DEP4,ITEM8602,Fuel Filter,Engine Parts,150,47,398,413.16,OEM Supplier,2025-04-03T08:33:58,2027-05-19T08:33:58,BATCH-8295,Warehouse B,Poor,2025-10-04T21:14:53.837490
INV17112,DEP1,ITEM1328,Brake Lines,Brake System,179,14,430,393.12,BP Components,2025-05-31T08:08:42,2027-12-13T08:08:42,BATCH-0325,Warehouse A,Fair,2025-10-04T21:14:53.837550
INV52508,DEP5,ITEM6370,Engine Oil 15W-40,Engine Parts,832,190,1149,45.14,Chevron Parts,2025-04-05T23:24:09,2028-02-13T23:24:09,BATCH-3325,Warehouse B,Poor,2025-10-04T21:14:53.837608
INV98178,DEP4,ITEM7990,Brake Calipers,Brake System,330,16,499,292.21,MAN Parts,2025-05-13T01:40:45,2026-06-13T01:40:45,BATCH-3699,Warehouse B,Poor,2025-10-04T21:14:53.837668
INV38853,DEP3,ITEM8185,Valve Stems,Tires,422,46,457,402.02,Shell Lubricants,2025-03-18T05:22:38,,BATCH-8242,Warehouse A,Good,2025-10-04T21:14:53.837736
INV70671,DEP3,ITEM3721,Fuel Filter,Engine Parts,160,22,253,36.71,Mercedes Parts,2025-05-17T06:53:59,2026-11-04T06:53:59,BATCH-2352,Hazardous Storage,Good,2025-10-04T21:14:53.837797
INV77017,DEP2,ITEM3567,Alternator,Electrical,41,37,321,140.17,Total Oil,2025-04-19T02:12:48,,BATCH-0162,Cold Storage,Fair,2025-10-04T21:14:53.837862
INV60586,DEP1,ITEM8384,Floor Mats,Accessories,203,50,500,38.37,International Parts,2025-05-19T10:40:13,,BATCH-4873,Warehouse B,Poor,2025-10-04T21:14:53.837920
INV41171,DEP4,ITEM3310,Tire 315/80R22.5,Tires,237,28,507,2242.64,BP Components,2025-05-17T21:21:21,,BATCH-1017,Warehouse A,Good,2025-10-04T21:14:53.837976
INV80058,DEP4,ITEM6038,Air Filter,Engine Parts,286,31,313,395.54,Aftermarket Parts,2025-02-07T00:11:54,2026-11-07T00:11:54,BATCH-4394,Warehouse B,Good,2025-10-04T21:14:53.838035
INV33497,DEP6,ITEM5885,Grease,Fluids,108,25,396,458.53,MAN Parts,2025-03-15T19:20:55,,BATCH-0346,Hazardous Storage,Good,2025-10-04T21:14:53.838093
INV87259,DEP5,ITEM1148,Seat Covers,Accessories,77,32,370,157.82,MAN Parts,2025-03-06T20:59:24,,BATCH-2116,Warehouse B,Good,2025-10-04T21:14:53.838150
INV87113,DEP3,ITEM4764,Seat Covers,Accessories,239,17,239,100.86,Volvo Parts,2025-04-22T00:08:05,,BATCH-2572,Hazardous Storage,Good,2025-10-04T21:14:53.838206
INV97499,DEP3,ITEM8827,Tool Kit,Accessories,96,49,115,164.76,OEM Supplier,2025-04-01T09:00:20,2027-05-30T09:00:20,BATCH-7596,Warehouse A,Fair,2025-10-04T21:14:53.838264
INV34625,DEP6,ITEM8079,Battery 12V,Electrical,38,35,199,501.83,Scania Parts,2025-02-28T20:08:47,,BATCH-2867,Hazardous Storage,Fair,2025-10-04T21:14:53.838335
INV83151,DEP5,ITEM6410,Brake Fluid,Brake System,1171,165,1174,58.59,Aftermarket Parts,2025-04-09T08:44:26,,BATCH-0598,Warehouse B,Good,2025-10-04T21:14:53.838393
INV36940,DEP4,ITEM2483,Coolant,Fluids,106,11,137,285.09,Shell Lubricants,2025-02-25T18:40:21,,BATCH-2993,Warehouse B,Fair,2025-10-04T21:14:53.838449
INV69603,DEP4,ITEM4941,Floor Mats,Accessories,105,44,218,247.88,OEM Supplier,2025-02-23T23:28:06,,BATCH-4234,Hazardous Storage,Good,2025-10-04T21:14:53.838506
INV69573,DEP4,ITEM2807,Brake Lines,Brake System,46,31,333,61.75,Scania Parts,2025-06-17T03:30:58,,BATCH-4192,Warehouse B,Poor,2025-10-04T21:14:53.838569
INV36596,DEP5,ITEM7995,Brake Lines,Brake System,53,47,217,32.13,International Parts,2025-02-13T08:00:39,,BATCH-4742,Hazardous Storage,Fair,2025-10-04T21:14:53.838627
INV96792,DEP4,ITEM1909,Fuel Filter,Engine Parts,184,13,374,166.66,Local Supplier,2025-04-22T17:09:23,,BATCH-4644,Warehouse A,Fair,2025-10-04T21:14:53.838684
INV83927,DEP1,ITEM9233,Wiring Harness,Electrical,136,44,430,295.67,MAN Parts,2025-04-06T01:46:02,2027-04-23T01:46:02,BATCH-9962,Hazardous Storage,Good,2025-10-04T21:14:53.838801
INV41528,DEP4,ITEM7093,Valve Stems,Tires,119,24,259,136.4,Mercedes Parts,2025-02-09T23:26:43,,BATCH-9753,Cold Storage,Fair,2025-10-04T21:14:53.838905
INV14404,DEP1,ITEM8541,Oil Filter,Engine Parts,259,169,698,58.08,Iveco Parts,2025-04-16T00:35:35,2027-03-12T00:35:35,BATCH-8464,Hazardous Storage,Good,2025-10-04T21:14:53.838983
INV81335,DEP5,ITEM9086,Mirrors,Accessories,27,13,205,342.65,Shell Lubricants,2025-04-04T18:37:39,,BATCH-6027,Warehouse A,Poor,2025-10-04T21:14:53.839079
INV78199,DEP6,ITEM6977,Oil Filter,Engine Parts,800,52,1142,29.92,Aramco Parts,2025-06-19T20:39:34,2027-06-15T20:39:34,BATCH-5309,Warehouse A,Good,2025-10-04T21:14:53.839141
INV35842,DEP6,ITEM7895,Floor Mats,Accessories,128,26,457,408.68,Mercedes Parts,2025-06-09T02:20:07,2027-09-29T02:20:07,BATCH-1719,Cold Storage,Fair,2025-10-04T21:14:53.839203
INV43420,DEP2,ITEM9591,Wiring Harness,Electrical,116,36,297,319.05,Chevron Parts,2025-04-16T00:11:58,2026-12-02T00:11:58,BATCH-8694,Hazardous Storage,Good,2025-10-04T21:14:53.839264
INV78141,DEP5,ITEM3509,Fuel Filter,Engine Parts,197,49,347,83.2,Chevron Parts,2025-02-13T11:26:37,,BATCH-0493,Warehouse B,Good,2025-10-04T21:14:53.839321
INV95833,DEP5,ITEM9705,Battery 12V,Electrical,185,11,258,719.46,Chevron Parts,2025-05-01T10:18:17,2026-11-24T10:18:17,BATCH-5710,Warehouse A,Good,2025-10-04T21:14:53.839380
INV63440,DEP3,ITEM7116,Brake Lines,Brake System,51,35,152,328.03,Shell Lubricants,2025-04-15T14:42:40,,BATCH-8930,Cold Storage,Good,2025-10-04T21:14:53.839476
INV24339,DEP5,ITEM8022,Alternator,Electrical,233,15,240,185.23,Mercedes Parts,2025-05-21T03:03:43,,BATCH-6898,Cold Storage,Fair,2025-10-04T21:14:53.839535
INV69916,DEP4,ITEM3189,Brake Fluid,Brake System,646,171,1110,25.29,Aftermarket Parts,2025-04-02T11:01:50,2027-02-20T11:01:50,BATCH-8974,Hazardous Storage,Good,2025-10-04T21:14:53.839595
INV26762,DEP4,ITEM2685,Wiring Harness,Electrical,77,35,123,81.72,Shell Lubricants,2025-02-22T09:39:37,,BATCH-5635,Hazardous Storage,Poor,2025-10-04T21:14:53.839652
INV89305,DEP5,ITEM8896,Brake Pads,Brake System,359,10,480,396.93,BP Components,2025-05-03T04:34:15,,BATCH-7524,Hazardous Storage,Good,2025-10-04T21:14:53.839746
INV49959,DEP3,ITEM9890,Transmission Fluid,Fluids,423,76,1876,60.57,BP Components,2025-02-06T19:26:17,,BATCH-0394,Hazardous Storage,Good,2025-10-04T21:14:53.839805
INV56387,DEP5,ITEM8877,Timing Belt,Engine Parts,176,29,386,446.93,BP Components,2025-05-12T11:27:16,2027-06-14T11:27:16,BATCH-5551,Cold Storage,Good,2025-10-04T21:14:53.839865
INV69648,DEP3,ITEM5565,Coolant,Fluids,131,17,165,352.58,International Parts,2025-05-31T19:04:22,2026-06-16T19:04:22,BATCH-3260,Cold Storage,Good,2025-10-04T21:14:53.839926
INV93700,DEP1,ITEM6647,Inner Tube,Tires,110,50,208,244.78,International Parts,2025-02-14T22:31:46,2027-06-17T22:31:46,BATCH-6531,Cold Storage,Fair,2025-10-04T21:14:53.839986
INV47743,DEP4,ITEM4178,Brake Calipers,Brake System,39,34,123,288.44,Scania Parts,2025-03-23T20:06:13,2027-12-05T20:06:13,BATCH-4827,Warehouse A,Good,2025-10-04T21:14:53.840048
INV75275,DEP5,ITEM9102,Power Steering Fluid,Fluids,585,71,854,50.1,Shell Lubricants,2025-03-26T13:20:25,,BATCH-5435,Hazardous Storage,Fair,2025-10-04T21:14:53.840106
INV24029,DEP4,ITEM1817,Inner Tube,Tires,64,50,272,48.66,International Parts,2025-03-09T17:41:52,,BATCH-2841,Cold Storage,Good,2025-10-04T21:14:53.840163
INV75628,DEP4,ITEM5483,Tire 385/65R22.5,Tires,113,85,543,1668.22,Chevron Parts,2025-05-01T22:09:49,,BATCH-7999,Cold Storage,Fair,2025-10-04T21:14:53.840256
INV36907,DEP4,ITEM2344,Tire 295/80R22.5,Tires,132,27,477,2114.73,Mercedes Parts,2025-02-11T21:30:38,,BATCH-6325,Warehouse A,Good,2025-10-04T21:14:53.840314
INV95227,DEP1,ITEM5124,Spark Plugs,Engine Parts,86,50,146,456.62,International Parts,2025-02-12T03:46:14,2026-10-30T03:46:14,BATCH-2418,Hazardous Storage,Good,2025-10-04T21:14:53.840380
INV60381,DEP2,ITEM6340,Mirrors,Accessories,243,37,312,93.93,Scania Parts,2025-02-23T07:09:40,2028-02-22T07:09:40,BATCH-5870,Hazardous Storage,Good,2025-10-04T21:14:53.840442
INV17625,DEP5,ITEM5923,Fuses,Electrical,117,23,126,383.72,Iveco Parts,2025-05-18T06:08:29,,BATCH-0084,Cold Storage,Poor,2025-10-04T21:14:53.840500
INV83620,DEP3,ITEM3699,Tire 295/80R22.5,Tires,463,85,586,2406.71,International Parts,2025-02-23T09:31:33,,BATCH-8417,Warehouse B,Good,2025-10-04T21:14:53.840562
INV36561,DEP3,ITEM8423,Engine Oil 15W-40,Engine Parts,1135,109,1738,58.12,Aftermarket Parts,2025-05-28T17:42:25,2027-06-10T17:42:25,BATCH-1067,Warehouse A,Poor,2025-10-04T21:14:53.840622
INV75774,DEP2,ITEM4175,Floor Mats,Accessories,90,11,104,276.56,International Parts,2025-03-16T16:14:16,2026-05-10T16:14:16,BATCH-7883,Hazardous Storage,Poor,2025-10-04T21:14:53.840682
INV92154,DEP5,ITEM6969,Transmission Fluid,Fluids,426,140,1060,31.23,Aramco Parts,2025-03-01T20:15:06,,BATCH-1731,Warehouse B,Poor,2025-10-04T21:14:53.840739
INV47648,DEP6,ITEM5072,Brake Pads,Brake System,183,14,234,344.57,International Parts,2025-02-16T10:57:55,,BATCH-8251,Cold Storage,Fair,2025-10-04T21:14:53.840795
INV41747,DEP3,ITEM3811,Tire 295/80R22.5,Tires,543,79,648,1835.16,MAN Parts,2025-06-14T12:55:36,,BATCH-6258,Warehouse A,Poor,2025-10-04T21:14:53.840852
INV39103,DEP5,ITEM1410,Grease,Fluids,65,40,176,263.0,Aftermarket Parts,2025-06-06T12:28:46,2027-05-13T12:28:46,BATCH-7716,Hazardous Storage,Fair,2025-10-04T21:14:53.840911
INV43476,DEP4,ITEM1309,Spark Plugs,Engine Parts,251,45,337,202.9,OEM Supplier,2025-06-24T21:17:22,,BATCH-9426,Warehouse B,Good,2025-10-04T21:14:53.841014
INV49246,DEP2,ITEM9010,Engine Oil 15W-40,Engine Parts,454,113,1792,77.66,Total Oil,2025-04-29T12:09:24,2027-03-15T12:09:24,BATCH-7113,Warehouse A,Good,2025-10-04T21:14:53.841075
INV97761,DEP6,ITEM6139,Timing Belt,Engine Parts,72,37,397,81.0,Mercedes Parts,2025-05-06T04:59:08,2027-09-06T04:59:08,BATCH-1749,Cold Storage,Poor,2025-10-04T21:14:53.841135
INV22278,DEP3,ITEM4709,Hydraulic Oil,Fluids,877,79,878,58.12,OEM Supplier,2025-03-18T11:11:09,,BATCH-3720,Warehouse A,Good,2025-10-04T21:14:53.841193
INV86890,DEP3,ITEM4456,Tool Kit,Accessories,27,10,153,122.03,Local Supplier,2025-04-26T05:37:58,,BATCH-8845,Warehouse A,Good,2025-10-04T21:14:53.841249
INV94947,DEP3,ITEM9592,Fuses,Electrical,134,39,165,289.01,OEM Supplier,2025-05-30T10:00:44,2027-07-17T10:00:44,BATCH-0517,Cold Storage,Good,2025-10-04T21:14:53.841308
INV90375,DEP6,ITEM8616,Oil Filter,Engine Parts,475,197,1260,62.34,Chevron Parts,2025-06-19T10:01:37,2027-09-15T10:01:37,BATCH-7259,Warehouse A,Poor,2025-10-04T21:14:53.841368
INV79552,DEP3,ITEM3070,First Aid Kit,Accessories,49,21,221,180.1,Iveco Parts,2025-03-27T13:41:13,2028-01-29T13:41:13,BATCH-5069,Warehouse A,Fair,2025-10-04T21:14:53.841429
INV13369,DEP2,ITEM8185,Fuses,Electrical,110,42,139,412.07,International Parts,2025-03-14T16:46:10,2027-10-23T16:46:10,BATCH-4608,Warehouse B,Poor,2025-10-04T21:14:53.841488
INV16302,DEP3,ITEM6365,Engine Oil 15W-40,Engine Parts,440,93,1122,23.56,Total Oil,2025-05-23T09:44:05,,BATCH-6275,Cold Storage,Fair,2025-10-04T21:14:53.841546
INV23223,DEP6,ITEM7120,Wiper Blades,Accessories,208,41,245,94.14,Mercedes Parts,2025-02-01T12:30:16,,BATCH-5367,Cold Storage,Poor,2025-10-04T21:14:53.841639
INV59947,DEP4,ITEM1427,Brake Calipers,Brake System,79,41,143,397.09,Iveco Parts,2025-05-01T19:39:30,,BATCH-8130,Hazardous Storage,Good,2025-10-04T21:14:53.841705
INV16688,DEP1,ITEM8843,Air Filter,Engine Parts,273,27,373,110.0,MAN Parts,2025-02-26T22:48:27,2026-08-13T22:48:27,BATCH-9408,Cold Storage,Good,2025-10-04T21:14:53.841765
INV15833,DEP4,ITEM1833,Valve Stems,Tires,114,10,208,494.62,Volvo Parts,2025-03-29T15:23:50,,BATCH-7937,Cold Storage,Good,2025-10-04T21:14:53.841822
INV80440,DEP4,ITEM2506,Wiring Harness,Electrical,45,33,426,59.32,Mercedes Parts,2025-02-10T02:11:32,2027-10-24T02:11:32,BATCH-2182,Warehouse B,Good,2025-10-04T21:14:53.841881
INV51944,DEP3,ITEM5902,Wiring Harness,Electrical,83,37,275,26.81,Chevron Parts,2025-05-20T01:16:49,2026-08-15T01:16:49,BATCH-9188,Warehouse B,Good,2025-10-04T21:14:53.841942
INV14572,DEP5,ITEM2775,Timing Belt,Engine Parts,126,10,164,260.64,Iveco Parts,2025-05-02T15:26:43,2027-06-19T15:26:43,BATCH-6057,Cold Storage,Good,2025-10-04T21:14:53.842001
INV31532,DEP4,ITEM5262,Fuel Filter,Engine Parts,183,22,244,109.56,Mercedes Parts,2025-05-05T22:33:05,,BATCH-7511,Cold Storage,Good,2025-10-04T21:14:53.842059
INV19272,DEP6,ITEM9662,Tire 295/80R22.5,Tires,149,93,235,1950.31,Scania Parts,2025-04-13T07:35:46,2027-10-23T07:35:46,BATCH-3178,Warehouse A,Good,2025-10-04T21:14:53.842118
INV71673,DEP5,ITEM2258,Coolant,Fluids,273,36,303,253.02,Shell Lubricants,2025-02-23T22:25:17,2026-10-22T22:25:17,BATCH-4572,Warehouse B,Good,2025-10-04T21:14:53.842179
INV19972,DEP1,ITEM8019,Brake Pads,Brake System,262,11,463,268.81,Volvo Parts,2025-04-29T17:17:34,,BATCH-1470,Cold Storage,Good,2025-10-04T21:14:53.842249
INV85232,DEP1,ITEM5528,Tool Kit,Accessories,110,37,143,159.64,International Parts,2025-04-26T01:37:53,,BATCH-8652,Warehouse A,Good,2025-10-04T21:14:53.842306
INV42061,DEP5,ITEM3384,Tool Kit,Accessories,352,16,476,279.26,Shell Lubricants,2025-04-13T23:33:48,,BATCH-2452,Cold Storage,Poor,2025-10-04T21:14:53.842369
INV24702,DEP2,ITEM9328,Tire 315/80R22.5,Tires,329,75,497,1489.3,Shell Lubricants,2025-05-31T12:12:30,2028-05-05T12:12:30,BATCH-1081,Warehouse B,Fair,2025-10-04T21:14:53.842430
INV35585,DEP6,ITEM5261,Tire 315/80R22.5,Tires,166,29,328,2009.6,Total Oil,2025-06-07T03:37:13,2028-03-23T03:37:13,BATCH-7200,Hazardous Storage,Poor,2025-10-04T21:14:53.842497
INV16042,DEP3,ITEM4002,Power Steering Fluid,Fluids,435,104,1696,19.28,Volvo Parts,2025-04-22T15:48:17,,BATCH-3263,Warehouse B,Good,2025-10-04T21:14:53.842563
INV62896,DEP1,ITEM3319,Oil Filter,Engine Parts,969,121,1861,75.53,International Parts,2025-05-27T02:20:39,2027-01-23T02:20:39,BATCH-6943,Cold Storage,Good,2025-10-04T21:14:53.842623
INV41427,DEP5,ITEM6745,Brake Discs,Brake System,179,50,308,44.71,Aramco Parts,2025-03-19T22:01:37,,BATCH-5981,Hazardous Storage,Good,2025-10-04T21:14:53.842692
